Title,Code / Notes,count,mean,std,min,25%,50%,75%,max
The Dark Island,LL (appro),1.0,0.23750000000000002,,0.23750000000000002,0.23750000000000002,0.23750000000000002,0.23750000000000002,0.23750000000000002
The Dark Island,LL CC,137.0,0.8695559610705575,2.9166771079139004,0.1625,0.1625,0.325,0.65,32.291666666666664
The Dark Island,LL COD,2.0,0.75,0.0,0.75,0.75,0.75,0.75,0.75
The Dark Island,LL OS,1.0,0.25,,0.25,0.25,0.25,0.25,0.25
The Dark Island,LL PP,1.0,2.5,,2.5,2.5,2.5,2.5,2.5
The Dark Island,LL pp,1.0,1.125,,1.125,1.125,1.125,1.125,1.125
The Dark Island,PKRM 429 LL,1.0,0.325,,0.325,0.325,0.325,0.325,0.325
The Dark Island,l CC,1.0,0.1625,,0.1625,0.1625,0.1625,0.1625,0.1625
The Edwardians, ,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
The Edwardians,& post,4.0,0.3770833333333333,0.14862409081427672,0.3,0.303125,0.30416666666666664,0.37812499999999993,0.6
