Title,Code / Notes,count,mean,std,min,25%,50%,75%,max
The Edwardians,(2 retd 1 pd 3/24) LL,1.0,0.25,,0.25,0.25,0.25,0.25,0.25
The Edwardians,(L. S. W.) LL,2.0,1.5,1.4142135623730951,0.5,1.0,1.5,2.0,2.5
The Edwardians,(dramiferand to L. W. E. D.),1.0,0.5,,0.5,0.5,0.5,0.5,0.5
The Edwardians,(see 1009),1.0,3.0,,3.0,3.0,3.0,3.0,3.0
The Edwardians,(see 105) LL,1.0,0.5,,0.5,0.5,0.5,0.5,0.5
The Edwardians,(see 1196) LL CC,1.0,0.4875,,0.4875,0.4875,0.4875,0.4875,0.4875
The Edwardians,(see 1286),1.0,0.75,,0.75,0.75,0.75,0.75,0.75
The Edwardians,(see 149) LL,1.0,0.5,,0.5,0.5,0.5,0.5,0.5
The Edwardians,(see 1713),1.0,0.25,,0.25,0.25,0.25,0.25,0.25
The Edwardians,(see 1715) LL,1.0,2.5,,2.5,2.5,2.5,2.5,2.5
The Edwardians,(see 1734),1.0,1.5,,1.5,1.5,1.5,1.5,1.5
The Edwardians,(see 1750) LL,1.0,0.5,,0.5,0.5,0.5,0.5,0.5
The Edwardians,(see 179) LL,1.0,0.5,,0.5,0.5,0.5,0.5,0.5
The Edwardians,(see 191 LL),1.0,3.0,,3.0,3.0,3.0,3.0,3.0
The Edwardians,(see 205) LL,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
The Edwardians,(see 227),1.0,1.5,,1.5,1.5,1.5,1.5,1.5
The Edwardians,(see 496),1.0,0.25,,0.25,0.25,0.25,0.25,0.25
The Edwardians,(see 707),1.0,0.75,,0.75,0.75,0.75,0.75,0.75
The Edwardians,(see 888),1.0,1.0,,1.0,1.0,1.0,1.0,1.0
The Edwardians,(see 89),1.0,1.5,,1.5,1.5,1.5,1.5,1.5
The Edwardians,(see 913),1.0,1.5,,1.5,1.5,1.5,1.5,1.5
The Edwardians,1st Ed. LL,1.0,2.5,,2.5,2.5,2.5,2.5,2.5
The Edwardians,1st Eds LL,1.0,15.0,,15.0,15.0,15.0,15.0,15.0
The Edwardians,C. O. D.,3.0,0.6875,0.7036456405748563,0.28125,0.28125,0.28125,0.890625,1.5
The Edwardians,CC,132.0,0.22698863636363625,0.10095948975788298,0.1625,0.1625,0.2,0.2,0.8
The Edwardians,LL,1151.0,4.414758905299744,44.07426995783288,0.0,0.5625,1.4249999999999998,3.0,1481.25
The Edwardians,LL ,6.0,0.5885416666666666,0.2195669269645742,0.28125,0.5,0.53125,0.7734375,0.84375
The Edwardians,LL  ,15.0,1.38125,1.081425460577711,0.28125,0.53125,0.84375,2.425,3.0
The Edwardians,LL & cars,1.0,1.5,,1.5,1.5,1.5,1.5,1.5
The Edwardians,LL & post,95.0,0.7675877192982453,0.6967174196756492,0.2,0.30416666666666664,0.6,0.9041666666666667,5.3625
The Edwardians,LL & post CC,13.0,0.4798076923076924,0.31233257623347294,0.1875,0.22083333333333335,0.3625,0.6583333333333333,1.0916666666666668
The Edwardians,LL (1 post),1.0,1.525,,1.525,1.525,1.525,1.525,1.525
The Edwardians,LL (entered under DaLLoway),1.0,2.0,,2.0,2.0,2.0,2.0,2.0
The Edwardians,LL (ex. 5%),1.0,118.75,,118.75,118.75,118.75,118.75,118.75
The Edwardians,LL (see 18233),1.0,5.0,,5.0,5.0,5.0,5.0,5.0
The Edwardians,LL 1st Eds,1.0,0.84375,,0.84375,0.84375,0.84375,0.84375,0.84375
The Edwardians,LL @ 4/9,1.0,1.4249999999999998,,1.4249999999999998,1.4249999999999998,1.4249999999999998,1.4249999999999998,1.4249999999999998
The Edwardians,LL @ 9/4,3.0,10.766666666666666,11.33383577317641,2.85,4.275,5.7,14.725,23.75
The Edwardians,LL C. O. D.,3.0,0.28125,0.0,0.28125,0.28125,0.28125,0.28125,0.28125
The Edwardians,LL CC,257.0,1.74055609597925,3.7908187957144306,0.1625,0.325,0.8125,0.975,33.5625
The Edwardians,LL CC  ,4.0,0.2947916666666667,0.20370909609866056,0.17916666666666667,0.1947916666666667,0.2,0.30000000000000004,0.6
The Edwardians,LL CC & can,1.0,2.05,,2.05,2.05,2.05,2.05,2.05
The Edwardians,LL CC & post,26.0,0.7331730769230769,0.465925722456009,0.18333333333333332,0.3625,0.6541666666666667,1.0833333333333335,2.1666666666666665
The Edwardians,LL CC post,1.0,1.95,,1.95,1.95,1.95,1.95,1.95
The Edwardians,LL COD,3.0,0.28125,0.0,0.28125,0.28125,0.28125,0.28125,0.28125
The Edwardians,LL OS,1.0,1.5,,1.5,1.5,1.5,1.5,1.5
The Edwardians,LL PP,11.0,2.289772727272727,5.491792365037286,0.25,0.375,0.375,1.03125,18.75
The Edwardians,LL PP & post,3.0,0.30624999999999997,0.0,0.30624999999999997,0.30624999999999997,0.30624999999999997,0.30624999999999997,0.30624999999999997
The Edwardians,LL PP C. O. D.,1.0,0.28125,,0.28125,0.28125,0.28125,0.28125,0.28125
The Edwardians,LL PP post,1.0,0.30624999999999997,,0.30624999999999997,0.30624999999999997,0.30624999999999997,0.30624999999999997,0.30624999999999997
The Edwardians,LL pp C. O. D.,1.0,0.28125,,0.28125,0.28125,0.28125,0.28125,0.28125
The Edwardians,entered twice 22208 & 27524,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
The Edwardians,wrong entry see 24592,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
The Edwardians,{10 ec @ 3/3 f 1.12.6} | LL,1.0,5.875,,5.875,5.875,5.875,5.875,5.875
The Edwardians O.S.,LL,5.0,5.9,10.685270235235047,0.5,1.0,1.5,1.5,25.0
"The Edwardians, Limited Ed. ",LL,10.0,2.916666666666666,6.300720123452088,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,20.833333333333336
"The Edwardians, Limited Ed. ",LL ,3.0,0.8333333333333334,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
"The Edwardians, Limited Ed. ",LL  ,1.0,0.8333333333333334,,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
"The Edwardians, Limited Ed. ",LL 1,13.0,0.7692307692307693,0.23112508176051214,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
"The Edwardians, Limited Ed. ",LL 12,1.0,10.0,,10.0,10.0,10.0,10.0,10.0
"The Edwardians, Limited Ed. ",LL 13,1.0,10.833333333333334,,10.833333333333334,10.833333333333334,10.833333333333334,10.833333333333334,10.833333333333334
"The Edwardians, Limited Ed. ",LL 2,11.0,1.6666666666666665,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,1.6666666666666665,1.6666666666666665
"The Edwardians, Limited Ed. ",LL 4,3.0,3.3638888888888885,0.05292377467571577,3.333333333333333,3.333333333333333,3.333333333333333,3.3791666666666664,3.425
"The Edwardians, Limited Ed. ",LL PP,1.0,7.5,,7.5,7.5,7.5,7.5,7.5
The Voyage Out,CC,3.0,0.24166666666666667,0.13712068893253612,0.1625,0.1625,0.1625,0.28125,0.4
The Voyage Out,LL,22.0,0.35255681818181817,0.24050928023648097,0.1625,0.2578125,0.28125,0.28125,1.125
The Voyage Out,LL CC,3.0,0.1625,0.0,0.1625,0.1625,0.1625,0.1625,0.1625
The Voyage Out,LL pp,1.0,0.375,,0.375,0.375,0.375,0.375,0.375
The Waves,& post,5.0,0.5541666666666666,0.24406141076012453,0.3,0.3,0.6,0.7833333333333333,0.7875
The Waves,CC,61.0,0.22848360655737684,0.14263391272803713,0.1625,0.1625,0.1625,0.2,0.975
The Waves,CC  ,1.0,0.325,,0.325,0.325,0.325,0.325,0.325
The Waves,COD LL,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
The Waves,LL,894.0,1.8733524422073053,3.8670075000540884,0.0,0.47500000000000003,0.75,1.5,63.4125
The Waves,LL ,53.0,1.6720518867924528,2.5490098720453855,0.25,0.5,0.75,1.5,12.5
The Waves,LL  ,27.0,0.5505401234567902,0.5593380958176281,0.25,0.265625,0.47500000000000003,0.5,3.0
The Waves,LL & post,56.0,0.5024553571428572,0.4562144733544213,0.1625,0.30416666666666664,0.30416666666666664,0.6,3.1
The Waves,LL & post CC,2.0,0.18854166666666666,0.007365695637359863,0.18333333333333332,0.18593749999999998,0.18854166666666666,0.19114583333333332,0.19374999999999998
The Waves,LL (3 only),1.0,1.0,,1.0,1.0,1.0,1.0,1.0
The Waves,LL B. & post,2.0,0.59375,0.2740038777097871,0.4,0.49687500000000007,0.59375,0.6906249999999999,0.7875
The Waves,LL CC,182.0,0.7271291208791187,1.299834549003313,0.15,0.1625,0.325,0.8125,10.075000000000001
The Waves,LL CC  ,2.0,0.6500000000000001,0.689429111656884,0.1625,0.40625000000000006,0.6500000000000001,0.8937500000000002,1.1375000000000002
The Waves,LL CC & post,13.0,0.5206730769230771,0.3607972676701725,0.18333333333333332,0.18541666666666667,0.35833333333333334,0.9541666666666666,1.0833333333333335
The Waves,LL CC post,1.0,0.975,,0.975,0.975,0.975,0.975,0.975
The Waves,LL O. S.,1.0,0.25,,0.25,0.25,0.25,0.25,0.25
The Waves,LL OC,1.0,0.975,,0.975,0.975,0.975,0.975,0.975
The Waves,LL PP,6.0,0.296875,0.06171380518166093,0.25,0.25,0.265625,0.3515625,0.375
The Waves,LL PP & post,1.0,0.4,,0.4,0.4,0.4,0.4,0.4
The Waves,LL X,11.0,42.32954545454545,29.511770571633402,12.5,25.0,25.0,62.5,92.5
The Waves,LL pp,10.0,1.638125,3.8190613507371736,0.25,0.375,0.42500000000000004,0.5,12.5
The Waves,LL pp & post,1.0,0.4,,0.4,0.4,0.4,0.4,0.4
The Waves,LL& post,1.0,1.4249999999999998,,1.4249999999999998,1.4249999999999998,1.4249999999999998,1.4249999999999998,1.4249999999999998
The Waves,Profound,1.0,0.5,,0.5,0.5,0.5,0.5,0.5
The Waves,less 50%,1.0,18.75,,18.75,18.75,18.75,18.75,18.75
The Waves (1st Ed.),LL,1.0,0.28125,,0.28125,0.28125,0.28125,0.28125,0.28125
The Waves O.S.,LL,1.0,0.75,,0.75,0.75,0.75,0.75,0.75
The Waves O.S.,see 9965,1.0,0.25,,0.25,0.25,0.25,0.25,0.25
The Waves OS.,LL,7.0,1.0044642857142858,0.9086585399708214,0.28125,0.625,0.75,0.875,3.0
The Years,C,1.0,0.2833333333333333,,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.2833333333333333
The Years,C.C,1.0,0.5666666666666668,,0.5666666666666668,0.5666666666666668,0.5666666666666668,0.5666666666666668,0.5666666666666668
The Years,CC,94.0,1.1767065602836881,2.1903670825915693,0.08333333333333334,0.271875,0.41250000000000003,0.85,14.4
The Years,LL,1259.0,2.11246690495101,9.894688595770335,0.0,0.29791666666666666,0.5666666666666668,1.31875,254.85
The Years,LL CC,498.0,1.3626255020080331,4.682819063614579,0.0,0.2833333333333333,0.5052083333333333,1.2125,85.7375
The Years,LL CC (1),1.0,2.283333333333333,,2.283333333333333,2.283333333333333,2.283333333333333,2.283333333333333,2.283333333333333
The Years,LL c 2/10  ,1.0,0.2833333333333333,,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.2833333333333333
The Years,LL c 5/1 ,2.0,2.6020833333333333,2.778340394412143,0.6375,1.6197916666666665,2.6020833333333333,3.5843749999999996,4.566666666666666
The Years,LL c 50% ,1.0,0.2708333333333333,,0.2708333333333333,0.2708333333333333,0.2708333333333333,0.2708333333333333,0.2708333333333333
The Years,LL pp,21.0,1.40734126984127,3.236194946841373,0.0,0.2833333333333333,0.42500000000000004,0.7,14.318750000000001
To the Lighthouse,(Col. Cloth),3.0,0.26666666666666666,0.11547005383792516,0.2,0.2,0.2,0.30000000000000004,0.4
To the Lighthouse,CC,104.0,0.22686298076923045,0.08974190933465129,0.1625,0.2,0.2,0.2,0.8
To the Lighthouse,Dep.,20.0,0.531875,0.45255533610470466,0.275,0.375,0.375,0.38125,2.25
To the Lighthouse,LL,667.0,1.2784295352323833,2.83649596252109,0.0,0.28125,0.5625,1.5,47.5
To the Lighthouse,LL & post,2.0,0.30729166666666663,0.001473139127472008,0.30624999999999997,0.3067708333333333,0.30729166666666663,0.3078125,0.30833333333333335
To the Lighthouse,LL & post CC,1.0,0.6625,,0.6625,0.6625,0.6625,0.6625,0.6625
To the Lighthouse,LL (@ 4/6),2.0,56.25,31.81980515339464,33.75,45.0,56.25,67.5,78.75
To the Lighthouse,LL (@ 4/9),2.0,12.46875,9.236582329249277,5.9375,9.203125,12.46875,15.734375,19.0
To the Lighthouse,LL (Col. Cloth),6.0,1.2479166666666668,1.451086159284371,0.1625,0.31875,0.625,1.625,3.9
To the Lighthouse,LL CC,97.0,0.4933848797250866,0.5420574019978535,0.0,0.2,0.225,0.6,3.9
To the Lighthouse O. S. ,LL,1.0,0.28125,,0.28125,0.28125,0.28125,0.28125,0.28125
To the Lighthouse O.S.,LL,2.0,0.265625,0.02209708691207961,0.25,0.2578125,0.265625,0.2734375,0.28125
Years On Sale,LL,37.0,0.8556869369369371,0.8843916518751217,0.0,0.2833333333333333,0.5666666666666668,1.3666666666666667,3.85
Years On Sale,LL CC,1.0,7.0,,7.0,7.0,7.0,7.0,7.0
