Author,Code / Notes,Comments,Copies Ordered,Cross Reference,Date Order Fulfilled,Date Order Received,Date Payment Received,Hand,Markings,Pence,Pounds,Purchaser,Running Total,Shillings,Title,Copies Returned
Virginia Woolf,LL,,1,,1930-11-22,1930-11-24,1930-12-29,,,0,0,Nordiska Kompaniet,9319,6,Orlando Third Impression,
Virginia Woolf,LL,,1,,1930-11-24,1930-11-29,1931-09-16,,,9,0,Birrell & Garnett,9320,6,Orlando Third Impression,
Virginia Woolf,,,1,,1930-10-03,1930-12-03,1930-10-03,,,0,0,J. Smith,9109,5,Orlando Third Impression,
Virginia Woolf,LL,,6,,1930-12-03,1930-12-03,1930-04-22,,,0,1,W. H. Smith,9115,16,Orlando Third Impression,
Virginia Woolf,,,1,,1930-08-04,1930-12-04,1930-08-04,,check,9,0,Marlborough,9137,6,Orlando Third Impression,
Virginia Woolf,LL,,1,,1930-12-04,1930-12-04,1930-10-13,,,9,0,F. J. Ward,9138,6,Orlando Third Impression,
Virginia Woolf,,,1,,1930-10-05,1930-12-05,1930-10-05,,,0,0,Bickers,9174,6,Orlando Third Impression,
Virginia Woolf,LL,,1,,1930-10-11,1930-12-11,1931-12-03,,,9,0,Meulenhoff,9309,6,Orlando Third Impression,
Virginia Woolf,,,0,,,1930-12-12,,,,0,0,(1 returned W. H. Smith 9341),9344,0,Orlando Third Impression,
Virginia Woolf,CC,,1,,1930-12-12,1930-12-15,1930-12-12,,,0,0,J. Smith,9345,5,Orlando Third Impression,
Virginia Woolf,LL 2 retd 12/19,,3,,1930-12-15,1930-12-17,1931-05-03,,,3,1,Sloane,9348,0,Orlando Third Impression,
Virginia Woolf,LL,,1,,1930-12-17,1930-12-17,1931-03-17,,,9,0,Sesame,9349,6,Orlando Third Impression,
Virginia Woolf,LL,,1,,1930-12-17,1930-12-17,1931-02-13,,,0,0,Army & Navy,9350,6,Orlando Third Impression,
Virginia Woolf,LL,,1,,1930-12-17,1930-12-18,1931-10-02,,,9,0,Bumpus,9351,6,Orlando Third Impression,
Virginia Woolf,LL,,6,,1930-12-19,1930-12-18,1931-10-02,,One 1st Edn,0,1,Do,9357,16,Orlando Third Impression,
Virginia Woolf,LL,,12,,1930-12-18,1930-12-19,1931-02-25,,12 1st edn,0,3,Simpkin,9369,12,Orlando Third Impression,
Virginia Woolf,LL,,1,,1930-12-19,1930-12-19,1931-06-02,,,9,0,Bowes & Bowes,9370,6,Orlando Third Impression,
Virginia Woolf,,,-2,,,1930-12-20,,,,0,0,(2 returned see 9348),9368,0,Orlando Third Impression,
Virginia Woolf,,,1,,1930-12-20,1930-12-20,1930-12-20,,,9,0,Harrods,9369,6,Orlando Third Impression,
Virginia Woolf,LL,,3,,1930-12-20,1930-12-22,1931-01-23,,1st edn,3,1,Quaritch,9372,0,Orlando Third Impression,
Virginia Woolf,LL & post,,1,,1930-12-22,1930-12-22,1931-06-02,,1st edn,2,0,Bowes & Bowes,9373,7,Orlando Third Impression,
Virginia Woolf,LL,,1,,1930-12-22,1930-12-23,1931-05-03,,1st edn,9,0,Hatchards,9374,6,Orlando Third Impression,
Virginia Woolf,,,1,,1930-12-23,1930-12-24,1930-12-23,,,9,0,Bligh,9375,6,Orlando Third Impression,
Virginia Woolf,LL,,1,,1930-12-24,1930-12-24,1931-01-15,,,0,0,Stechert,9376,6,Orlando Third Impression,
Virginia Woolf,CC,,1,,1930-12-24,1930-12-29,1930-12-24,,,0,0,Jas. Smith,9377,5,Orlando Third Impression,
Virginia Woolf,LL,,1,,1930-12-29,1931-01-01,1931-03-02,,,9,0,Woolston,9378,6,Orlando Third Impression,
Virginia Woolf,LL,,1,,1931-03-28,1931-01-04,1931-07-05,,,9,0,"Menzies, Glasgow",9419,6,Orlando Third Impression,
Virginia Woolf,LL & post,,1,,1931-07-01,1931-01-15,1931-04-14,,,3,0,McGregor,9381,7,Orlando Third Impression,
Virginia Woolf,LL,,1,,1931-01-15,1931-01-21,1931-04-06,,,9,0,Maruzen,9382,6,Orlando Third Impression,
Virginia Woolf,LL,,1,,1931-01-21,1931-01-31,1931-04-06,,,9,0,Maruzen,9383,6,Orlando Third Impression,
Virginia Woolf,,,1,,1931-12-02,1931-02-13,1931-12-02,,,9,0,Ginn,9389,6,Orlando Third Impression,
Virginia Woolf,,,1,,1931-02-13,1931-02-16,1931-02-13,,,9,0,Army & Navy,9390,6,Orlando Third Impression,
Virginia Woolf,CC,,1,,1931-02-16,1931-02-17,1931-02-16,,,0,0,Army & Export,9391,5,Orlando Third Impression,
Virginia Woolf,,,1,,1931-02-17,1931-02-18,1931-02-17,,,9,0,Foyle,9392,6,Orlando Third Impression,
Virginia Woolf,LL,,6,,1931-02-18,1931-03-03,1931-07-05,,,0,1,Simpkins,9398,16,Orlando Third Impression,
Virginia Woolf,LL,,1,,1931-03-03,1931-03-03,1931-05-05,,,0,0,Blackwell,9399,6,Orlando Third Impression,
Virginia Woolf,LL,,1,,1931-03-03,1931-03-03,1931-06-15,,,0,0,Low's Export,9400,6,Orlando Third Impression,
Virginia Woolf,LL,,1,,1931-06-07,1931-03-06,1931-10-28,,,9,0,"Truslove, Sloane St.",9455,6,Orlando Third Impression,
Virginia Woolf,LL,,1,,1931-11-03,1931-03-17,1931-05-05,,check,9,0,Blackwell,9405,6,Orlando Third Impression,
Virginia Woolf,LL,,6,,1931-03-17,1931-03-18,1931-04-20,,,0,1,W. H. Smith,9411,16,Orlando Third Impression,
Virginia Woolf,LL CC,,1,,1931-03-18,1931-03-21,1931-06-13,,,0,0,Clark,9412,5,Orlando Third Impression,
Virginia Woolf,LL,,6,,1931-03-21,1931-03-28,1931-05-06,,check,0,1,Simpkin,9418,16,Orlando Third Impression,
Virginia Woolf,LL CC,,1,,1931-05-21,1931-04-06,1931-01-10,,check,0,0,Clark,9431,5,Orlando Third Impression,
Virginia Woolf,,,2,,1931-06-26,1931-04-07,1931-12-07,,check,0,0,Times,9443,12,Orlando Third Impression,
Virginia Woolf,LL,,1,,1931-04-07,1931-04-07,1931-09-11,,,0,0,Book Society,9444,6,Orlando Third Impression,
Virginia Woolf,LL,,3,,1931-04-07,1931-04-07,1931-11-24,,,3,1,Heffer,9447,0,Orlando Third Impression,
Virginia Woolf,,,1,,1931-07-04,1931-04-17,1931-07-04,,,9,0,Muller,9421,6,Orlando Third Impression,
Virginia Woolf,,,1,,1931-01-01,1931-05-01,1931-01-01,,,9,0,Stoneham,9379,6,Orlando Third Impression,
Virginia Woolf,LL,,2,,1931-01-31,1931-05-02,1931-04-29,,,0,0,Bowes & Bowes,9385,12,Orlando Third Impression,
Virginia Woolf,,,1,,1931-04-17,1931-05-05,1931-04-17,,,9,0,Mudies Lib,9422,6,Orlando Third Impression,
Virginia Woolf,LL,,6,,1931-12-05,1931-05-21,1931-08-20,,,0,1,Simpkins,9430,16,Orlando Third Impression,
Virginia Woolf,LL,,1,,1931-03-03,1931-06-03,1931-04-28,,,9,0,Pym & Chapman,9401,6,Orlando Third Impression,
Virginia Woolf,LL,,1,,1931-05-05,1931-06-05,1931-07-28,,,0,0,W. F. Henderson,9423,6,Orlando Third Impression,
Virginia Woolf,LL,,6,,1931-04-07,1931-06-07,1931-10-20,,,0,1,Simpkin,9453,16,Orlando Third Impression,
Virginia Woolf,,,1,,1931-06-07,1931-06-07,1931-06-07,,,9,0,Hatchards,9454,6,Orlando Third Impression,
Virginia Woolf,LL,,1,,1931-12-06,1931-06-17,,,check,0,0,Douglas & Foulis,9439,6,Orlando Third Impression,
Virginia Woolf,,,1,,1931-06-17,1931-06-18,1931-06-17,,,9,0,Hatchards,9440,6,Orlando Third Impression,
Virginia Woolf,LL,,1,,1931-06-18,1931-06-18,1931-12-08,,,9,0,Galignani,9441,6,Orlando Third Impression,
Virginia Woolf,,,0,,,1931-06-25,,,,0,0,(1 retd Douglas & Foulis),9440,0,Orlando Third Impression,1
Virginia Woolf,,,1,,1931-06-25,1931-06-26,1931-06-25,,,9,0,Welfare Industries,9441,6,Orlando Third Impression,
Virginia Woolf,LL & post,,1,,1931-05-01,1931-07-01,1931-05-05,,,3,0,Blackwell,9380,7,Orlando Third Impression,
Virginia Woolf,LL CC & post,,1,,1931-01-04,1931-07-04,1931-01-10,,,6,0,J. Clark,9420,5,Orlando Third Impression,
Virginia Woolf,LL,,1,,1931-06-03,1931-09-03,1931-06-22,,,9,0,Henderson,9402,6,Orlando Third Impression,
Virginia Woolf,LL,,1,,1931-09-03,1931-10-03,1931-07-05,,,9,0,E. G. Allen,9403,6,Orlando Third Impression,
Virginia Woolf,LL,,1,,1931-04-06,1931-10-06,1931-08-13,,,9,0,Shakespeare,9432,6,Orlando Third Impression,
Virginia Woolf,,,1,,1931-10-03,1931-11-03,1931-10-03,,,9,0,Bumpus,9404,6,Orlando Third Impression,
Virginia Woolf,LL CC,,3,,1931-05-02,1931-12-02,1931-06-18,,,0,0,Gordon & Gotch,9388,15,Orlando Third Impression,
Virginia Woolf,LL,,1,,1931-06-05,1931-12-05,1931-07-30,,check,9,0,Bumpus,9424,6,Orlando Third Impression,
Virginia Woolf,LL,,6,,1931-10-06,1931-12-06,1931-09-22,,,0,1,Simpkins,9438,16,Orlando Third Impression,
Virginia Woolf,LL,,1,,1929-07-03,,1929-05-06,,,3,0,Davenant Bookshop,7899,7,Orlando Third Impression,
Virginia Woolf,LL,,1,,1929-03-25,,1929-03-25,,,9,0,Omnia,7990,6,Orlando Third Impression,
Virginia Woolf,LL,,3,,1929-03-27,,1929-05-30,,,0,0,Jackson,8013,18,Orlando Third Impression,
Virginia Woolf,LL,,6,,1929-05-04,,1929-12-09,,,0,1,Hatchards,8091,16,Orlando Third Impression,
Virginia Woolf,LL,,25,,1929-01-05,,1929-11-07,,,0,7,Simpkins,8394,10,Orlando Third Impression,
Virginia Woolf,LL,,6,,1929-02-08,,1929-09-17,,,0,1,Bickers,8673,16,Orlando Third Impression,
Virginia Woolf,LL,,2,,1929-10-16,,1929-05-12,,,0,0,Cleaver,8812,12,Orlando Third Impression,
Virginia Woolf,LL CC,,2,,1930-10-01,,1930-06-17,,,0,0,Gordon & Gotch,9046,10,Orlando Third Impression,
Virginia Woolf,,,1,,1930-01-21,,1930-01-21,,check,0,0,Riding,9053,9,Orlando Third Impression,
Virginia Woolf,LL,,1,,1929-01-29,,1930-01-05,,,9,0,G. Over,9060,6,Orlando Third Impression,
Virginia Woolf,LL CC,,1,,1930-04-29,,1930-11-08,,,0,0,Thacker,9159,5,Orlando Third Impression,
Virginia Woolf,LL,,12,,1930-03-10,,1930-09-12,,,0,3,Simpkins,9290,12,Orlando Third Impression,
Virginia Woolf,,,1,,1929-02-04,1929-03-22,,,,0,0,Meulenhoff,1,5,The Voyage Out,
Virginia Woolf,,,0,,,1929-04-10,,,,0,0,(.... Simpkin),15,0,The Voyage Out,
Virginia Woolf,,,1,,,1929-04-10,,,check,0,0,Meulenhoff,16,5,The Voyage Out,
Virginia Woolf,,,6,,1929-04-18,1929-04-18,,,check,0,1,Simpkin,7,10,The Voyage Out,
Virginia Woolf,,,6,,1929-05-27,1929-05-27,,,,0,1,Bumpus,13,10,The Voyage Out,
Virginia Woolf,,,1,,1929-06-14,1929-06-14,,,check,6,0,Private Person,14,7,The Voyage Out,
Virginia Woolf,CC,,2,,1929-08-15,1929-08-15,,,,0,0,W. Jarnam,18,8,The Voyage Out,
Virginia Woolf,LL,,1,,1929-08-16,1929-08-16,,,check,7.5,0,Low's Export,19,5,The Voyage Out,
Virginia Woolf,,,6,,1929-08-27,1929-08-27,,,,0,1,Simpkin,25,10,The Voyage Out,
Virginia Woolf,,,0,,1929-08-27,1929-08-27,,,,0,0,(Byredomes Bumpus),20,0,The Voyage Out,
Virginia Woolf,,,0,,1929-08-27,1929-08-27,,,,0,0,(....),19,0,The Voyage Out,
Virginia Woolf,,,2,,1929-12-07,1929-12-07,,,,0,0,W. Jarnam,16,10,The Voyage Out,
Virginia Woolf,LL,,4,,1930-03-17,1930-03-17,1930-04-20,,,6,1,W. H. Smith,20,2,The Voyage Out,
Virginia Woolf,,,1,,1930-04-17,1930-04-17,1930-04-17,,,7.5,0,Mr. Lehmann,21,5,The Voyage Out,
Virginia Woolf,LL,,1,,1930-09-14,1930-09-14,1930-11-18,,,7.5,0,Davenant,22,5,The Voyage Out,
Virginia Woolf,LL,,1,,1930-12-15,1930-12-15,1931-02-26,,check,7.5,0,W. H. Smith,23,5,The Voyage Out,
Virginia Woolf,LL,,4,,1932-01-04,1932-01-04,,,check,0,1,Simpkin,27,0,The Voyage Out,
Virginia Woolf,LL,,1,,1932-02-12,1932-02-12,1933-02-17,,check,7.5,0,Combridge B'ham,25,5,The Voyage Out,
Virginia Woolf,LL,,1,,1932-06-09,1932-06-09,1932-06-09,,,7.5,0,Hatchards,24,5,The Voyage Out,
Virginia Woolf,,,0,,,1932-11-04,,,,0,0,Simpkin,23,0,The Voyage Out,
Virginia Woolf,,,0,,,1932-11-04,,,,0,0,Simpkin,23,0,The Voyage Out,
Virginia Woolf,LL,,1,,1933-05-30,1933-05-30,,,check,7.5,0,Trout,26,5,The Voyage Out,
Virginia Woolf,,,1,,1933-10-26,1933-10-26,1933-10-26,,check,0,0,Simpkin,27,5,The Voyage Out,
Virginia Woolf,LL,,1,,1934-12-12,1934-12-12,1935-03-25,,,7.5,0,Busck,28,5,The Voyage Out,
Virginia Woolf,,,1,,1934-12-15,1934-12-15,1934-12-15,,,0,0,Simpkins,29,5,The Voyage Out,
Virginia Woolf,LL,,1,,1934-12-31,1934-12-31,1935-08-02,,check,7.5,0,Menzies,30,5,The Voyage Out,
Virginia Woolf,LL,,1,,1935-08-30,1935-08-30,1935-11-20,,,0,0,Allen,31,5,The Voyage Out,
Virginia Woolf,LL CC,,1,,1935-09-24,1935-09-24,1936-06-18,,,3,0,Shather & Shooter,32,3,The Voyage Out,
Virginia Woolf,LL,,1,,1935-10-10,1935-10-10,1935-12-16,,,7.5,0,Foyle,33,5,The Voyage Out,
Virginia Woolf,CC,,1,,1935-10-21,1935-10-21,1935-10-21,,,3,0,W. H. Smith,34,3,The Voyage Out,
Virginia Woolf,LL,,1,,1935-11-20,1935-11-20,1936-03-03,,check,0,0,Goldston,35,5,The Voyage Out,
Virginia Woolf,LL,,1,,1935-12-31,1935-12-31,1936-02-28,,,0,0,Methodist Book Report,36,5,The Voyage Out,
Virginia Woolf,LL CC,,1,,1936-06-26,1936-06-26,1936-08-08,,check,3,0,John Orr,38,3,The Voyage Out,
Virginia Woolf,LL,,1,,1936-12-06,1936-12-06,1936-02-07,,,3,0,John Orr,37,3,The Voyage Out,
Virginia Woolf,LL,,1,,1937-03-22,1937-03-22,1937-06-05,,,7.5,0,Combridge (B'ham),39,5,The Voyage Out,
Virginia Woolf,LL pp,,1,,1937-10-15,1937-10-15,1937-11-18,,check 2,6,0,Miss Clarissa Rinaker,40,7,The Voyage Out,
Virginia Woolf,LL CC,,1,,1938-08-25,1938-08-25,1938-03-09,,check 1,3,0,Garlick,41,3,The Voyage Out,
Virginia Woolf,LL,,1,,1940-12-23,1940-12-23,1941-04-03,,check 1,7.5,0,Putnam,42,5,The Voyage Out,
Virginia Woolf,LL,,2,,1941-05-12,1941-05-12,,,,3,0,Stephen Books,47,11,The Voyage Out,
Virginia Woolf,LL,,1,,1941-10-21,1941-10-21,,,,7.5,0,Smith,45,5,The Voyage Out,
Virginia Woolf,LL,,1,,1941-12-08,1941-12-08,,,check 1,7.5,0,Harold Hill,43,5,The Voyage Out,
Virginia Woolf,LL,,1,,1941-12-30,1941-12-30,,,,0,0,Zwemmer ,48,5,The Voyage Out,
Virginia Woolf,,,1,,,1942-01-02,,,check 1,0,0,Zwemmer ,53,5,The Voyage Out,
Virginia Woolf,,,1,,,1942-05-28,,,,0,0,Zwemmer ,54,5,The Voyage Out,
Virginia Woolf,,,1,,,1942-06-01,,,,0,0,Book Shop,49,5,The Voyage Out,
Virginia Woolf,CC,,1,,,1942-07-01,,,,3,0,Philip & Tacey,50,3,The Voyage Out,
Virginia Woolf,,,3,,,1942-08-09,,,,0,0,Zwemmer ,57,15,The Voyage Out,
Virginia Woolf,,,1,,,1942-08-09,,,check 5,0,0,Zwemmer ,58,5,The Voyage Out,
Virginia Woolf,,,1,,,1942-10-22,,,,0,0,J. Askew,59,5,The Voyage Out,
Virginia Woolf,,,1,,,1942-12-01,,,,0,0,Smith,51,5,The Voyage Out,
Virginia Woolf,,,1,,,1942-12-01,,,check 9,0,0,Zwemmer ,52,5,The Voyage Out,
Virginia Woolf,,,2,,,1943-02-24,,,,0,0,Zwemmer ,66,10,The Voyage Out,
Virginia Woolf,,,3,,,1943-02-24,,,,0,0,Better Books,69,15,The Voyage Out,
Virginia Woolf,,,3,,,1943-03-17,,,,0,0,Foyle,72,15,The Voyage Out,
Virginia Woolf,,,2,,,1943-03-17,,,,0,0,Zwemmer ,74,10,The Voyage Out,
Virginia Woolf,,,6,,,1943-03-18,,,,0,1,Hatchards,80,10,The Voyage Out,
Virginia Woolf,,,6,,,1943-03-18,,,check 25,0,1,Princes,86,10,The Voyage Out,
Virginia Woolf,,,2,,,1943-04-02,,,,0,0,Zwemmer ,64,10,The Voyage Out,
Virginia Woolf,LL,,1,,1941-05-05,,1941-09-09,,,0,0,W. H. Smith,44,5,The Voyage Out,
Virginia Woolf,LL,,2,,1931-07-10,1931-01-05,1932-01-30,,check,0,0,Spottiswoode,688,10,The Waves,
Virginia Woolf,LL,,1,,1931-07-10,1931-01-06,1931-03-12,,check,0,0,Woolston,707,5,The Waves,
Virginia Woolf,,,1,,,1931-01-07,,,check,0,0,Heffer,796,5,The Waves,
Virginia Woolf,LL,,1,,1931-10-14,1931-01-09,1932-03-19,,,0,0,Cazenova,924,5,The Waves,
Virginia Woolf,LL,,6,,,1931-01-09,,,check,0,1,Caravan  ,930,10,The Waves,
Virginia Woolf,LL CC,,1,,1931-01-12,1931-01-12,1932-01-30,,check,0,0,Spencer & Co.,8177,4,The Waves,
Virginia Woolf,LL,,6,,1931-01-12,1931-01-12,1932-03-24,,,0,1,Sherratt & Hughes,8183,10,The Waves,
Virginia Woolf,LL,,12,,1931-01-12,1931-01-12,1932-03-15,,,0,3,Selfridge,8195,0,The Waves,
Virginia Woolf,LL CC,,6,,1931-01-12,1931-01-12,1932-01-30,,,6,0,Times,8201,9,The Waves,
Virginia Woolf,LL,,6,,1931-01-12,1931-01-12,1932-03-16,,,0,1,Blackwell,8207,10,The Waves,
Virginia Woolf,LL,,3,,1931-01-12,1931-01-12,1932-08-23,,,0,1,Browne & Browne,8210,10,The Waves,
Virginia Woolf,LL CC,,12,,1931-01-12,1931-01-12,1932-03-14,,,0,1,Gordon & Gotch,8222,19,The Waves,
Virginia Woolf,LL,,3,,1931-01-12,1931-01-12,1932-02-24,,,0,0,Goulden & Curry,8225,15,The Waves,
Virginia Woolf,LL,,1,,1931-01-12,1931-01-12,1932-03-22,,,0,0,Hama,8226,5,The Waves,
Virginia Woolf,,,2,,1931-01-12,1931-01-12,1931-01-12,,,3,0,Chatto ,8228,11,The Waves,
Virginia Woolf,,,1,,1931-01-12,1931-01-12,1931-01-12,,,7.5,0,Brodie,8229,5,The Waves,
Virginia Woolf,LL PP,,1,,1931-01-12,1931-01-12,1931-12-16,,,0,0,Mr. Lehmann,8230,5,The Waves,
Virginia Woolf,,,1,,1931-01-12,1931-01-12,1931-01-12,,,7.5,0,Miss Strachan,8231,5,The Waves,
Virginia Woolf,LL,,25,,1931-01-12,1931-01-12,1932-02-26,,check,0,6,W. H. Smith,8256,5,The Waves,
Virginia Woolf,LL,,1,,1931-01-12,1931-01-12,1932-08-03,,,0,0,Meulenhoff,8257,5,The Waves,
Virginia Woolf,LL,,20,,1931-01-12,1931-01-12,1932-01-30,,,0,4,Times,8277,15,The Waves,
Virginia Woolf,LL CC,,1,,1931-01-12,1931-01-12,1932-02-26,,,3,0,W. H. Smith,8278,3,The Waves,
Virginia Woolf,LL,,12,,1931-06-10,1931-01-21,1932-01-30,,check  ,0,3,Green Frog,12,0,The Waves,
Virginia Woolf,LL,,2,,1931-06-10,1931-01-21,1932-01-30,,check  ,0,0,Davenant Bookshop,14,10,The Waves,
Virginia Woolf,LL,,12,,1931-06-10,1931-01-21,1932-03-19,,check  ,0,3,Gibb & Taylor,26,0,The Waves,
Virginia Woolf,LL,,4,,1931-06-10,1931-01-21,1932-03-19,,check  ,0,1,Backus,30,0,The Waves,
Virginia Woolf,LL,,2,,1931-06-10,1931-01-21,1932-01-19,,check  ,0,0,Barker,32,10,The Waves,
Virginia Woolf,LL,,3,,1931-06-10,1931-01-21,1932-01-30,,check  ,0,0,Butler,35,15,The Waves,
Virginia Woolf,LL,,3,,1931-06-10,1931-01-21,1932-01-28,,check  ,0,0,Deighton Bell,38,15,The Waves,
Virginia Woolf,LL,,3,,1931-06-10,1931-01-21,1932-01-28,,check  ,0,0,Deighton Bell,41,15,The Waves,
Virginia Woolf,LL,,6,,,1931-01-21,,,check  ,0,1,Cleverdon,47,10,The Waves,
Virginia Woolf,LL,,6,,1931-06-10,1931-01-22,1932-02-27,,check  ,0,1,Galignani,53,10,The Waves,
Virginia Woolf,LL,,10,,1931-06-10,1931-01-23,1932-03-19,,check  ,0,2,Cornish B'ham,63,10,The Waves,
Virginia Woolf,,,1,,,1931-01-23,,,check  ,0,0,Book Room,64,5,The Waves,
Virginia Woolf,LL CC,,2,,1931-06-10,1931-01-27,1932-01-28,,check  ,3,0,Chivers (1 only supplied),66,3,The Waves,
Virginia Woolf,LL,,1,,1931-07-10,1931-01-30,1932-01-13,,check  ,0,0,Anonima Libraria Italiana,67,5,The Waves,
Virginia Woolf,LL,,1,,1931-06-10,1931-02-02,1932-01-30,,check  ,0,0,Book Room,68,5,The Waves,
Virginia Woolf,LL,,2,,1931-06-10,1931-02-02,1932-12-02,,check  ,0,0,Dunes,70,10,The Waves,
Virginia Woolf,LL,,2,,1931-06-10,1931-02-02,1932-03-24,,check  ,0,0,Other Shop,72,10,The Waves,
Virginia Woolf,LL,,20,,1931-06-10,1931-02-02,1932-02-23,,check  ,0,5,Heffer,92,0,The Waves,
Virginia Woolf,LL,,12,,1931-06-10,1931-02-02,1932-04-02,,check  ,0,3,Bowes & Bowes,104,0,The Waves,
Virginia Woolf,,,2,,,1931-02-02,,,check  ,0,0,Maggs,106,10,The Waves,
Virginia Woolf,LL,,1,,1931-06-10,1931-02-02,1932-09-02,,check  ,0,0,Pickering,107,5,The Waves,
Virginia Woolf,LL,,10,,1931-06-10,1931-02-03,1932-04-22,,check  ,0,2,"Smith, Glasgow",356,10,The Waves,
Virginia Woolf,LL,,20,,1931-06-10,1931-02-03,1932-12-04,,check  ,0,5,Douglas & Foulis,376,0,The Waves,
Virginia Woolf,LL,,6,,1931-06-10,1931-02-03,1932-03-19,,check  ,0,1,"Grant, Princes St.",382,10,The Waves,
Virginia Woolf,LL,,6,,1931-06-10,1931-02-03,1932-04-13,,check  ,0,1,Thin,388,10,The Waves,
Virginia Woolf,LL,,3,,1931-06-10,1931-02-03,1932-03-19,,check  ,0,0,Brunton (see 3528),391,15,The Waves,
Virginia Woolf,LL,,12,,1931-06-10,1931-02-03,1932-09-02,,check  ,0,3,Menzies Glasgow,403,0,The Waves,
Virginia Woolf,LL,,3,,1931-06-10,1931-02-03,1931-10-17,,check  ,0,0,Eaton,406,15,The Waves,
Virginia Woolf,LL,,9,,1931-06-10,1931-02-03,1932-01-27,,check  ,0,2,Jackson Wylie,415,5,The Waves,
Virginia Woolf,LL,,2,,1931-06-10,1931-02-03,1932-06-20,,check  ,0,0,Mackinlay,417,10,The Waves,
Virginia Woolf,LL,,3,,1931-06-10,1931-02-03,1932-05-02,,check  ,0,0,"Grants, Glasgow",420,15,The Waves,
Virginia Woolf,LL,,3,,1931-06-10,1931-02-03,1932-04-02,,check  ,0,0,Gibson,423,15,The Waves,
Virginia Woolf,LL,,15,,1931-06-10,1931-02-03,1932-03-24,,check  ,-,3,Holmes Glasgow,438,15,The Waves,
Virginia Woolf,,,12,,,1931-02-03,,,check  ,0,3,Heywood,450,0,The Waves,
Virginia Woolf,LL,,2,,1931-07-10,1931-02-03,1932-01-20,,check  ,0,0,Cobden Sanderson,452,10,The Waves,
Virginia Woolf,LL,,6,,1931-07-10,1931-02-03,1932-03-31,,check  ,0,1,Tremayne,458,10,The Waves,
Virginia Woolf,LL CC,,1,,1931-10-10,1931-02-04,1932-12-07,,,3,0,Miss Alexander Ideal Library,610,3,The Waves,
Virginia Woolf,CC,,1,,,1931-02-04,,,,3,0,Frank Wilmot,611,3,The Waves,
Virginia Woolf,LL,,1,,1931-07-10,1931-02-06,1932-03-16,,check,0,0,Bell,708,5,The Waves,
Virginia Woolf,LL CC,,12,,1931-07-10,1931-02-10,1932-01-22,,check,0,1,George & Barron,3574,19,The Waves,
Virginia Woolf,LL CC,,5,,1931-07-10,1931-02-10,1932-03-14,,check,3,0,Gordon & Gotch (B.W.F. 231),3579,16,The Waves,
Virginia Woolf,LL CC,,56,,1931-07-10,1931-02-10,1932-03-14,,check,0,9,Gordon & Gotch (B 6986/A83),3635,2,The Waves,
Virginia Woolf,LL CC,,5,,1931-07-10,1931-02-10,1932-11-03,,check,3,0,Clark (214-HBC),3640,16,The Waves,
Virginia Woolf,,,1,,1931-07-10,1931-02-10,1932-07-10,,check,6,0,Mlle. Mantoy,3641,7,The Waves,
Virginia Woolf,,,6,,,1931-02-10,,,check,0,1,Friends,3647,10,The Waves,
Virginia Woolf,LL pp,,2,,1931-08-10,1931-02-10,1932-08-03,,check,0,0,M. Davidson ,3649,10,The Waves,
Virginia Woolf,LL,,4,,1931-08-10,1931-02-10,1932-04-01,,check,0,1,T. C. Allen & Co.,3653,0,The Waves,
Virginia Woolf,LL,,1,,1931-08-10,1931-02-10,1931-02-11,,check,0,0,J. A. Allen (sheets),3654,5,The Waves,
Virginia Woolf,LL,,2,,1931-06-10,1931-02-10,1932-01-30,,check,0,0,Bookroom (see 68),3645,10,The Waves,
Virginia Woolf,LL,,2,,1931-06-10,1931-02-10,1932-03-19,,check,0,0,Cleaver (see 577),3644,10,The Waves,
Virginia Woolf,,,0,,,1931-02-10,,,,0,0,Beazley (Chanston St),3647,0,The Waves,
Virginia Woolf,,,0,,,1931-02-10,,,,0,0,Book Room,3643,0,The Waves,
Virginia Woolf,,,0,,,1931-02-10,,,,0,0,Brooker & Saville,3644,0,The Waves,
Virginia Woolf,,,0,,,1931-02-10,,,,0,0,Book Room,3643,0,The Waves,
Virginia Woolf,,,0,,,1931-02-10,,,,0,0,"Banks, Cheltenham",3642,0,The Waves,
Virginia Woolf,,,0,,,1931-02-10,,,,0,0,Douglas & Foulis,3634,0,The Waves,
Virginia Woolf,LL,,6,,1931-02-11,1931-02-11,1932-03-31,,,0,1,"Ward, F. J.",6440,10,The Waves,
Virginia Woolf,LL & post,,1,,1931-02-11,1931-02-11,1932-05-31,,,1,0,Marwzen,6441,6,The Waves,
Virginia Woolf,LL,,6,,1931-02-11,1931-02-11,1932-03-16,,,0,1,Blackwell,6447,10,The Waves,
Virginia Woolf,LL,,2,,1931-02-11,1931-02-11,1932-01-28,,,3,0,Chivers,6449,11,The Waves,
Virginia Woolf,LL,,6,,1931-02-11,1931-02-11,1932-11-03,,,6,0,Clark,6455,19,The Waves,
Virginia Woolf,LL,,2,,1931-02-11,1931-02-11,1932-08-03,,,0,0,Meulenhoff,6457,10,The Waves,
Virginia Woolf,LL,,2,,1931-02-11,1931-02-11,1931-02-11,,,6,0,Boots,6459,9,The Waves,
Virginia Woolf,LL CC & post,,2,,1931-02-11,1931-02-11,1932-04-27,,,2,0,Oxford Book & Stat Calc,6463,7,The Waves,
